TSNE1,TSNE2,Cluster
35.06389,-10.296057,0
-40.272255,-7.7549376,1
60.80682,38.56385,1
-21.124111,61.042625,0
-31.747671,-9.963178,1
-20.925272,3.9259818,0
68.1662,-25.54011,1
-65.68934,-24.362583,0
-81.762924,-11.832606,0
-31.247732,-57.72612,1
-18.416796,-81.247284,1
7.7661195,-74.33032,1
18.703613,-81.96964,1
-84.72382,27.234856,0
37.56672,-76.01269,1
37.82729,-76.66731,1
-9.053525,28.121801,0
-18.391136,-75.81878,1
11.884627,17.700804,1
-39.01513,-13.955794,1
19.753782,65.79049,1
-18.19967,23.69368,1
-43.908806,10.525329,1
-13.645132,-14.290143,1
61.561333,45.22888,1
-54.292698,4.8022633,0
-61.95753,8.51316,0
-72.22336,-25.953602,0
31.91222,-2.6786468,1
72.43766,21.238136,1
102.14026,-0.51611775,1
-41.774723,14.25413,1
-28.561464,-34.851864,1
-55.530125,40.96292,0
-34.54073,-20.936317,1
26.899303,-10.445519,1
-40.04677,-28.35683,1
79.759285,25.390236,1
0.2548203,-37.57169,1
-0.0637315,10.5859,0
26.322617,-20.919395,1
27.599081,-40.40514,1
-40.786816,45.036484,0
59.978146,7.4410543,1
-87.32096,-9.345284,0
19.23857,64.262405,1
-37.29209,-48.49416,1
-13.864151,-84.19042,1
35.971874,-9.37408,1
-97.77974,10.660343,0
2.3722377,-42.513477,1
-94.65753,17.576582,0
-14.190435,-1.3688989,0
-25.237606,52.47939,0
-54.981476,46.144928,0
76.191574,-59.111755,1
83.32944,-24.61903,1
-22.56384,3.1274567,0
-43.14338,26.732784,0
50.804714,-52.60274,1
-6.7709036,43.833855,1
1.1885824,-79.46066,1
-14.084286,-77.903015,1
30.203787,18.235577,1
-33.600105,17.053528,1
35.370457,-72.03633,1
-36.764046,42.29788,0
-40.911297,-6.7178583,0
5.6917114,-18.880592,1
-24.913038,1.0598339,0
-17.286432,1.6785544,0
-17.735664,29.519468,1
-18.278255,13.372378,0
47.14279,10.315734,1
76.1368,-58.963943,1
14.797216,-32.935406,1
19.753782,65.79049,1
10.087439,-84.33445,1
-62.852863,45.643482,0
-22.922228,-10.24667,0
19.753782,65.79049,1
-36.466232,-20.9674,1
50.704067,-56.193813,1
61.52871,-42.891075,1
1.6938776,-49.963062,0
2.5072448,-33.77948,1
-79.11268,1.3910805,0
-27.34597,-40.36619,0
-36.960373,17.007864,1
18.206448,62.755497,1
-25.154795,-68.19253,1
-57.91843,14.706087,0
19.753782,65.79049,1
-36.75276,-25.923481,1
-62.178,44.761868,0
-3.2980366,-53.178825,1
-3.9074197,-25.198492,1
73.130196,-51.840923,1
-0.56944066,60.66642,0
-0.9992303,-76.14967,1
-88.613464,-1.6963935,0
-78.3875,28.671663,0
66.102875,15.545995,1
-17.161203,-60.57003,1
104.80527,-5.65749,1
69.045845,-33.286922,1
-6.9625936,-59.621048,1
-38.576794,-18.143469,1
-18.977169,-43.921047,1
34.257843,-33.11339,1
1.5824062,33.005985,0
-28.058527,10.758128,0
0.8747995,-33.743153,1
13.369663,38.26855,1
-31.412819,-73.37636,1
-35.81064,0.19214568,1
15.319185,-11.951531,1
-39.784325,-13.305927,1
70.41144,3.531636,1
-35.340034,-20.741362,1
75.87062,-59.76246,1
1.516981,-34.86282,1
-33.82264,-79.93063,1
-22.890879,62.149376,0
51.541557,-52.478233,1
14.559392,-7.4936857,1
-24.634726,-72.16916,1
-84.60446,-4.1916766,0
-26.820454,-82.76819,1
56.171925,-6.7411423,1
1.9238083,-2.3127632,1
44.72543,-61.242367,1
35.023552,-71.7588,1
-9.9890175,-16.078697,1
39.043335,-27.554605,1
-30.510475,-27.47578,1
10.622879,-86.35984,1
18.308498,63.35471,1
-28.864414,-80.06828,1
14.15822,-32.50678,1
-16.469294,25.64634,0
46.31084,-19.357872,1
11.283484,-88.49535,1
15.299754,-32.47747,1
-1.8598135,-27.830008,1
-40.130848,19.395254,0
-36.239155,-25.401697,1
-37.20364,7.922031,1
18.206448,62.755497,1
22.454607,9.59731,1
90.58281,-27.319204,1
25.645884,-35.262577,1
81.18558,-23.939104,1
-33.49241,23.142317,1
38.01481,-77.48251,1
-16.61701,-56.697853,1
98.03092,13.205623,1
-0.9047048,-85.6685,1
40.613808,-16.124195,1
-27.205904,-49.950138,1
-20.776949,-42.44216,1
-11.307795,6.510783,0
75.55978,-57.90125,1
-11.222629,-58.242138,1
40.558643,-55.69093,1
3.5499396,22.374022,1
39.066757,52.092705,1
45.94787,-43.032738,1
3.9212284,26.490692,1
-32.10554,53.73191,0
62.540073,13.736776,1
70.1518,3.5446029,1
-65.51679,-26.340101,0
-75.38668,-24.920437,0
64.65729,20.004143,1
-86.53106,-5.5710583,0
78.47323,-23.116716,1
89.76904,33.174423,1
-30.695772,68.812836,0
-3.4670832,67.37721,0
-30.602392,-65.613945,1
7.552977,-73.846954,1
32.434086,-32.215794,1
-17.957685,13.261496,0
-86.32246,21.7986,0
-34.21954,21.668316,1
-15.520849,-87.4436,1
81.42006,-23.103195,1
25.27763,-0.8134101,1
19.0284,62.845448,1
-15.506849,-87.49984,1
-84.56828,1.8466752,0
-89.47758,39.559055,0
-21.07363,37.011417,0
55.623783,-6.2961965,1
0.43385974,-83.70944,1
-40.151436,15.769692,1
87.348816,35.60253,1
3.1362884,-34.38157,1
-23.692162,-75.232635,1
-40.702763,-11.350191,1
19.23857,64.262405,1
14.843341,-21.415615,1
90.8816,-27.583874,1
86.48591,-25.61586,1
2.1879554,22.567871,1
-21.990778,-40.905174,1
67.98319,-46.267475,1
26.01471,-31.62469,1
-91.24629,17.874855,0
-40.903885,-57.079834,1
-20.020884,14.39223,0
55.180607,7.9622517,1
56.99401,-4.6743264,1
-9.303043,-14.241351,1
