TSNE1,TSNE2,Cluster
-13.262328,-3.234846,2
-34.168163,-52.45507,2
26.132889,-44.093887,2
62.23015,-42.857334,2
-89.91026,-1.2289528,0
20.976837,40.836487,2
9.392063,-22.18006,2
35.925648,-23.048807,2
38.065758,-77.22605,2
-95.151924,13.855872,0
-59.17374,44.62457,3
51.29424,-54.94463,2
-39.82208,25.219767,2
44.65883,-48.74849,2
19.531721,66.932076,1
15.420366,38.04385,2
-21.072916,37.114902,2
73.49144,-51.76922,2
19.240814,-29.57015,2
-26.613026,-50.78966,2
28.072948,-24.351532,2
19.531721,66.932076,1
-92.05241,5.5900126,0
-93.60228,17.092115,0
11.761683,-27.059086,2
-28.426254,-9.283037,2
19.531721,66.932076,1
1.0627121,-81.31627,2
-41.391388,-8.078315,2
12.91952,-24.494076,2
39.87875,51.529327,1
29.2858,-4.2711735,2
70.199326,-47.9376,2
